id,source_text,dialect,context_tag,status,created_at,sentiment_score,weight,standard_term,part_of_speech
2fa446f9-1627-4403-9974-5cf07f751800,sakyanan,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,kotse,Noun
30f4df3d-4189-4fd6-ab17-3c2516631326,gm,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,magandang umaga,Phrase
310ef78e-ecaa-49c4-926e-4a021d1d1b26,oo bitaw,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,oo nga,Phrase
312ad356-5554-4ef2-b8dd-36b56cdc2816,d,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,hindi,Noun
31668e50-f418-44d0-b4f4-d0a6d7c6a991,tindahan,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,tindahan,Noun
31ecb2f8-85f8-4e45-a671-df76a07fddfd,coded,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,nagpapakita ng katangian,Phrase
31ef5509-4396-48c0-bf38-45a18c939606,sanaol,General Tagalog,"Internet Slang, Happy",validated,2026-07-17 16:17:27.024895+00,3,1.5,sana lahat,Phrase
3203f274-6589-46b7-bdb0-109f33706da8,trabaho namin ga,Batangeño,Work,validated,2026-07-24 12:55:37.151387+00,9,1.5,trabaho,Phrase
328e855f-dd74-423f-803b-f964c3176de3,magbasa,Boholano,School,validated,2026-07-24 12:55:37.151387+00,8,1,magbasa,Verb
3301f24d-d0ed-4fc4-a1d0-30f9d1b59525,namamasyal ga,Batangeño,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.5,namamasyal,Phrase
337d0b84-ee07-46ff-9711-f2d0ee028b83,pabili po,General Tagalog,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,bibili po ako,Phrase
33c9c9e1-defc-4899-873f-6e6ad94037d4,magbayad ga,Batangeño,Work,validated,2026-07-24 12:55:37.151387+00,9,1.5,magbayad,Phrase
34189abc-0a77-43c7-bb43-40ab6dd4e565,papi,General Tagalog,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.2,pogi,Adjective
34645be0-e9e3-4b64-a60a-b5692bd5a178,bay,Boholano,Regional,validated,2026-08-06 09:08:28.867391+00,5,1,bahay,Noun
35640cbf-06be-4647-855c-fb0c89e97f03,tag-ulan,General Cebuano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,tig-ulan,Noun
3599764a-26ae-48cf-a57f-e80a9b5be47b,papa,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,pogi,Noun
35a101ad-47a2-4a3f-b1a2-c7cba1f3e1eb,oo,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,oo,Noun
36cc5e87-3410-426d-a161-9ca5e9c54748,fr,General Tagalog,Internet Slang,validated,2026-08-06 09:08:28.867391+00,2,1,totoo,Noun
36d620f0-d25d-403b-9839-700fbd0bb03d,cramming,General Tagalog,School,validated,2026-07-24 12:55:37.151387+00,8,1.5,nagmamadaling mag-aral,Phrase
36e14d78-d5a4-4d82-957b-d0bca19ac91a,grabe na talaga,General Cebuano,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,grabe na jud,Phrase
36f2ca2a-670b-457e-b3da-b7d75446732a,aba hina,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,mahina,Phrase
37de8f88-a1b8-4c44-a4c2-f4369fd3cda1,bata,General Tagalog,Flirty,validated,2026-08-06 09:08:28.867391+00,1,1.2,kabit,Adjective
38238387-ebb4-48fd-866a-0e92a501dedc,Na para bang ang talino niya,English,"Colloquial, Internet/Digital",validated,2026-07-09 17:15:45.029458+00,0,1.5,As if he/she is so smart.,Phrase
38c1dd56-2023-4f22-aaa0-2f54baa47085,trabaho,Boholano,Work,validated,2026-07-24 12:55:37.151387+00,9,1,trabaho,Noun
3909e793-d826-477f-8e04-0f7bc6eeffbe,jologs,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,baduy,Noun
391764f9-b296-469c-904b-8a6c7e685913,haligi ng tahanan,General Tagalog,Family,validated,2026-08-06 09:08:28.867391+00,12,1.5,tatay,Phrase
3928f2f7-b21a-487b-a9cc-35ea8408916a,Bumarek,Batangeño,Social,validated,2026-07-06 06:21:53.701666+00,0,1.5,Drink (liquor),Phrase
3935de56-4599-4d1a-92e1-8c41320485e6,caught in 4k,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,nahuli,Phrase
395326a6-d65f-43ab-bec8-74a2536ab662,magsulat,Boholano,School,validated,2026-07-24 12:55:37.151387+00,8,1,magsulat,Verb
3965c279-bbea-4355-8b81-7f657f04bd04,korrek,General Tagalog,Happy,validated,2026-08-06 09:10:03.172001+00,3,1.2,tama,Adjective
397661f5-85ac-4b60-899f-ea0fff2439b1,ick,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,kadiri,Noun
39ae4fdd-e9fc-4f94-a267-f25757695c3d,grabe ka,General Tagalog,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.5,sobra ka,Phrase
39d1b2f8-6ac2-4703-bbe4-d567e0f09306,legit ba,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,totoo ba,Phrase
39ee37bc-6dad-4e18-b99e-c991ec91d197,lalaki,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,lalaki,Noun
39fa2575-0c0e-44a6-b507-1f69909c9d9c,ala eh,General Tagalog,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,ganoon talaga,Phrase
3a5c1376-b23a-46d9-936f-309f734833f1,clutch,General Tagalog,Gaming,validated,2026-07-24 12:55:37.151387+00,10,1.5,huling pagsagip,Phrase
3a9b6edc-694b-4b90-ae44-c24f821a577e,fam,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,pamilya,Noun
3b029a17-67dd-4297-bad9-7cfcd2594b57,yarn,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,totoo ba,Phrase
3b0c1d1a-7601-4092-8500-0d3176311fd2,miadto,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,pumunta,Noun
3b42da6a-01fe-4166-a422-1331f5917832,ferson,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,tao,Noun
3bc6f9b9-06b3-465b-a614-12bc3a28057f,manoy,Boholano,Family,validated,2026-07-24 12:55:37.151387+00,12,1,kuya,Noun
3c3f1f12-9748-49d7-8229-1c3f5e45da87,paano ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,paano,Phrase
3c57831d-bb26-4a74-8f6c-c75f62df0efd,tigulang,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.2,matanda,Adjective
3c93e9be-c176-4930-a77d-e948a8c9de4b,Dine,Batangeño,Locative,validated,2026-07-06 06:21:53.701666+00,0,1.5,Come here,Phrase
3d1570da-c513-4dbb-ac74-382491a11bfe,maganda,General Cebuano,Happy,validated,2026-08-06 09:10:03.172001+00,3,1,chada,Verb
3d2b3467-3013-4e98-bda6-5c2433fcd146,swabe,General Tagalog,Happy,validated,2026-07-24 12:55:37.151387+00,3,1,magaling,Verb
3d8d1d1a-e9d5-404b-ab72-b36e5f0c9b1f,pwd,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,puwede,Noun
3d94a8f9-2c24-4ab8-9f79-9bd0347a1e0d,gabi ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,gabi,Phrase
3e99d62f-dd55-4081-a8d4-ca0d7fabbc30,broken,General Tagalog,Sadness,validated,2026-07-24 12:55:37.151387+00,14,1.2,wasak ang puso,Adjective
3ef4209d-a5d5-481b-ba91-665724ebaa79,crush,General Tagalog,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1,nagugustuhan,Verb
3f4b1252-3e43-448a-b3bb-a180496d9ec3,nagluto,Boholano,Food,validated,2026-07-24 12:55:37.151387+00,7,1,nagluluto,Verb
3f57b7ad-b5aa-4767-b94b-2c5f0861317b,gulay ga,Batangeño,Food,validated,2026-07-24 12:55:37.151387+00,7,1.5,gulay,Phrase
3f5f5a19-3fea-4e2c-b316-0fb69a129adc,mumsh,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,kaibigan,Noun
3f660c7d-4e08-4b78-af1d-86c6323da982,maghintay ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,maghintay,Phrase
3fbe48bf-6941-4a71-ab4e-47d10bbf3e7a,w,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,ako,Noun
3fd2ab33-3ceb-4a26-bab5-5264368ae4c3,irl,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,sa totoong buhay,Phrase
4044433e-3948-4bd4-a10e-bf8e27d2e1e5,mano po,General Tagalog,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1.5,pagmamano,Phrase
4051353c-5be2-4e7f-b361-14467eaf3af7,unnie,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,ate,Noun
41b268ed-28b2-40e1-9ceb-6dc5f05ae76f,bakit ba,General Cebuano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,ngano man,Phrase
41cbcc5c-6524-4647-946c-649ab6c7f52c,puhunan,General Tagalog,Work,validated,2026-07-24 12:55:37.151387+00,9,1,puhunan,Noun
41d70596-0494-4bf2-ab8b-1dc0dcdb15ef,lola,Boholano,Family,validated,2026-07-24 12:55:37.151387+00,12,1,lola,Noun
422ed0c6-d5d7-4622-b076-0db52e61a3bc,bagsak,General Tagalog,School,validated,2026-07-24 12:55:37.151387+00,8,1,bumagsak,Noun
423d6eeb-08b6-4ed2-b8f3-82ee07b2f0a4,lolo,Boholano,Family,validated,2026-07-24 12:55:37.151387+00,12,1,lolo,Noun
42816ca9-3738-4f43-a692-c821850c4c9f,highkey,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,sobra,Noun
42f7d989-17b2-46c0-bee3-863684a08d7c,waley,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,walang kwenta,Phrase
431e6ba1-aa85-4cd5-ae95-0535eab5baf1,pambihira,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,grabe,Noun
432831e2-3970-4a79-be9d-13d3c32f694c,dude,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,kaibigan,Noun
4385ec89-0589-4b27-95e2-9c2d89de025b,tgif,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,biyernes na,Phrase
43b483ee-1bfe-4c94-a6eb-9496ae409a32,istg,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,sinusumpa ko,Phrase
44d61cd6-401b-42a3-8863-6f79fc504624,bruh,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,kaibigan,Noun
4521c6ce-98c2-4efe-9cb1-665fa9753a4f,Taluti,Batangeño,Slang,validated,2026-07-06 06:21:53.701666+00,0,1,Talkative,Noun
4559ec4b-4749-4602-b647-8fbc58f1166e,daga,Boholano,Flirty,validated,2026-08-06 09:10:03.172001+00,1,1.2,dalaga,Adjective
4570ea70-7016-4da8-9e61-4d5094cd1151,maglaba ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,maglaba,Phrase
45808395-3762-477a-ac8a-ffc9ae63799e,po,General Tagalog,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,po,Noun
459f15e6-8647-4c3a-9958-d3a1aff8a370,toxic,General Tagalog,Angry,validated,2026-07-24 12:55:37.151387+00,4,1.5,masamang impluwensya,Phrase
4602af8e-d174-47c5-b645-315c5b9431e1,gutom,General Cebuano,Slang,validated,2026-07-09 17:55:56.995744+00,0,1,tomguds,Noun
46626504-6794-40bf-8064-5dbb7590d4a3,lab,General Tagalog,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.2,mahal,Adjective
46ba2283-aff8-4c87-8779-33c9efed9ae2,labyu,General Tagalog,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.5,mahal kita,Phrase
46cc4f07-3734-491c-851e-4f5f78b47e46,luma,General Cebuano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,daan,Noun
471a1b6e-b787-4aaa-a7cc-a7713ca036ff,maraming salamat,General Cebuano,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1.5,dakong salamat,Phrase
4741f23d-28fb-4e44-b5ea-e853a95e4563,lit,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.2,masaya,Adjective
47529041-e1da-40ba-b910-2fa409d34605,eskwelahan namin ga,Batangeño,School,validated,2026-07-24 12:55:37.151387+00,8,1.5,eskwela,Phrase
47fb7f36-a1e5-430d-987e-0c352676973d,aba saya,Batangeño,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.5,masaya,Phrase
48037179-ffd6-4183-a7b9-ae030e2b6dbe,pagod,General Cebuano,Sadness,validated,2026-07-24 12:55:37.151387+00,14,1.2,kapoy,Adjective
481911d5-6068-4013-87ba-a21f60148b9c,eabab,General Tagalog,"Flirty, Internet Slang",validated,2026-07-17 16:17:26.763211+00,1,1.2,mahal,Adjective
48d77de6-2ddc-436d-9be7-750547da7e3d,Buog,Batangeño,Informal,validated,2026-07-06 06:21:53.701666+00,0,1,Sleep,Noun
49614099-89f9-4b6a-aad6-fa4914323a0b,seethe,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,magalit,Verb
49750f2e-ac2c-4524-9ffc-019a37be0dfa,karon,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,ngayon,Noun
49c8f093-78d0-4238-bae5-e7071df89d74,bet,General Tagalog,Gambling,validated,2026-07-24 12:55:37.151387+00,6,1,pusta,Noun
49eb3383-f050-4cf8-9aa6-a26ddbbf4829,aba mahal,Batangeño,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.5,mahal,Phrase
49f5ad3d-ddde-4da8-bd77-bd1fccbbb38a,dejado,General Tagalog,Gambling,validated,2026-07-24 12:55:37.151387+00,6,1.5,hindi paborito,Phrase
4a76f9c3-ea49-47cf-ae2d-a95347af462a,tuyo,General Tagalog,Food,validated,2026-08-06 09:10:03.172001+00,7,1,daing,Noun
4a7a1a19-7c91-4f41-9485-41f995c1d1a7,meron,General Tagalog,Gambling,validated,2026-07-24 12:55:37.151387+00,6,1.5,may laman,Phrase
4a924fae-5abc-4df1-84c5-98966202f68e,Dira,General Cebuano,Locative,validated,2026-07-06 06:21:53.701666+00,0,1.5,Go there,Phrase
4bb28314-f04f-489b-a9a9-21e83b13a1c2,inay,Batangeño,Family,validated,2026-07-24 12:55:37.151387+00,12,1,nanay,Verb
4bddc969-8707-4b48-abbb-d28d96177e88,makinig ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,makinig,Phrase
4bf1fde4-2441-4fcd-9e63-4c6a70b06de4,oof,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,sayang,Noun
4c1378e2-830b-4f92-8f60-3dc78ae85b04,puso,General Tagalog,Food,validated,2026-08-06 09:08:28.867391+00,7,1.5,puso ng saging,Phrase
4c22bbc1-8c11-4b29-bc4a-7b1aefb70745,mag-ampo,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,magdasal,Verb
4d211b69-973f-4aa5-9a79-d6422361ed07,type,General Tagalog,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.2,gusto,Adjective
4d4a8835-1402-4762-ac3c-6fe0a0dc9602,karne ga,Batangeño,Food,validated,2026-07-24 12:55:37.151387+00,7,1.5,karne,Phrase
4d68e746-ae5e-4ee1-99cf-ffe5e580c5a8,tol,General Tagalog,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,kaibigan,Noun
4df2beef-d3bd-4114-bd77-d4f17da66c27,kamusta,General Cebuano,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1,kumusta,Noun
4e525994-bb36-464f-91e6-2fa0b72555dd,"Bitaw, lagi",General Cebuano,Agreement,validated,2026-07-06 06:21:53.701666+00,0,1.5,That's right,Phrase
4e575bc1-cc2b-4bb9-a64b-c53efda614c3,pasensya na po,General Tagalog,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1.5,paumanhin po,Phrase
4e6705e1-746f-4b9b-9cb2-850c9b59a13b,kakain,General Cebuano,Food,validated,2026-07-24 12:55:37.151387+00,7,1,mokaon,Noun
4ebf10fb-e0cf-4591-b3fc-4607e892eacd,masaya,General Cebuano,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.2,lingaw,Adjective
4ef65621-54c7-4337-af5b-0ae60e3658e0,ge,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,sige,Noun
4f2dabd3-f327-42c9-a94a-872161306742,yolo,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,minsan lang tayo mabubuhay,Phrase
4f7f4602-e4b8-431e-a8dd-91929b67ca75,naglalakad ga,Batangeño,Regional,validated,2026-08-06 09:08:28.867391+00,5,1.5,naglalakad,Phrase
507da843-9481-4c6e-9a1a-24c6ba4b8519,pagkarami-rami,Batangeño,Regional,validated,2026-08-06 09:10:03.172001+00,5,1.2,madami,Adjective
51058824-3e28-4597-b9b1-84e785c48c0e,ngani,General Tagalog,"Regional, Batangeño",validated,2026-07-17 16:17:27.557072+00,5,1,nga,Noun
514a054a-77e4-41e6-bf3b-e5fd98ff670e,sge,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,sige,Noun
51b51858-9786-410d-95e8-6ac7ea739e48,pm,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,pribadong mensahe,Phrase
521b1809-9bee-48f6-a7e2-0d8ada072033,lang ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,lang,Phrase
522a9cc6-48b9-4a3f-9a5a-cc0455646874,op,General Tagalog,Gaming,validated,2026-07-24 12:55:37.151387+00,10,1.5,sobrang lakas,Phrase
53201abe-e7c8-4250-bb7b-f1a076f98528,ampota,General Tagalog,"Angry, Profanity",validated,2026-07-24 12:55:37.151387+00,15,1.2,nakakainis,Adjective
53802cbf-e781-492a-a902-f22cfbc8276a,tuyo,General Tagalog,Regional,validated,2026-08-06 09:08:28.867391+00,5,1.5,walang basa,Phrase
539a1716-6fbb-4288-9614-70c43ffc7ee9,misimba,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,magsimba,Verb
539e39d8-4fc6-48d6-afb0-fc8401127fd8,dili,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,hindi,Noun
53f55dad-be63-417e-9d96-c30ecbbdf4d5,duh,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,syempre,Noun
5402af24-1549-40b9-9154-f2f613275bdc,brat,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,pasaway,Noun
54542d3b-9dc7-4cda-9707-f66a3283ae0d,bata,General Tagalog,Family,validated,2026-08-06 09:10:03.172001+00,12,1.5,anak,Noun
54687af3-cc58-4454-a7fa-e0b4a28658dd,naglalaro ga,Batangeño,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.5,naglalaro,Phrase
54a1ef2d-898d-4e0c-8651-fa69bdfaced3,maghulat,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,maghintay,Verb
54c8b383-9641-4721-aa9b-a43ec66d229e,nays,General Tagalog,Happy,validated,2026-07-24 12:55:37.151387+00,3,1,maganda,Verb
55000e9c-768a-4241-83c4-ac1e548fabb9,lami,Boholano,Food,validated,2026-07-24 12:55:37.151387+00,7,1.2,masarap,Adjective
5505e85d-746e-46d9-b187-761348128296,Ala eh!,Batangeño,Exclamation,validated,2026-07-06 06:21:53.701666+00,0,1.5,Disbelief,Phrase
555824a2-139b-4612-ab97-b303ceaff0d6,wipe,General Tagalog,Gaming,validated,2026-07-24 12:55:37.151387+00,10,1.5,lahat namatay,Phrase
55b8bd49-f821-46f5-8bf7-9d30998e8aa1,periodt,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,tapos na,Phrase
56b2024c-35f9-4781-951a-3c255d7baf60,sana ok ka lang,General Tagalog,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1.5,sana ayos ka lang,Phrase
56e68e57-5ff7-4220-99b6-5bab5e576a1c,trending,General Tagalog,Social Media,validated,2026-07-24 12:55:37.151387+00,11,1,uso,Noun
56ea599a-ed5b-4bc7-a8f8-1b07fb5932c4,hugot,General Tagalog,Flirty,validated,2026-07-24 12:55:37.151387+00,1,1.5,malalim na damdamin,Phrase
56ff2a92-7bb5-4922-9c41-5c0d41fbc565,Neighbor (Tagalog),General Tagalog,Formal,validated,2026-07-06 06:21:53.701666+00,0,1.5,Kapitbahay,Phrase
5703eb85-6308-454a-a920-105324d0d1c1,nagbibilang ng poste,General Tagalog,Work,validated,2026-08-06 09:08:28.867391+00,9,1.5,walang trabaho,Phrase
572d0eb2-780e-40ed-8d7d-5fa5e37c9537,wala,General Tagalog,Gambling,validated,2026-07-24 12:55:37.151387+00,6,1.5,walang laman,Phrase
5753e6fd-cff8-4a09-a009-d7cb3404003e,power,General Tagalog,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.2,lakas,Adjective
5775fab9-32bb-4696-93bf-1ce4bce0ffd5,masakit,General Cebuano,Sadness,validated,2026-07-24 12:55:37.151387+00,14,1.2,sakit,Adjective
577b1ce2-e2b3-433c-af9e-ee54208a3db3,legit,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,totoo,Noun
5783bad0-c351-46cf-a8ac-144a6c40bb2e,baka,General Tagalog,Food,validated,2026-08-06 09:10:03.172001+00,7,1,baka,Noun
57a6a245-2ff2-4a42-b9a6-322e32c0d9d4,aba layo,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,malayo,Phrase
58765ddb-fee9-4651-97db-97f56601f855,midagan,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,tumakbo,Noun
59246ad3-a149-429f-b232-1da9f40f8667,mamaya ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,mamaya,Phrase
59b9660b-ff48-42d9-b2e9-fc6cb4d9a015,brb,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,babalik lang,Phrase
59be4caf-488b-47af-9493-c5281f2425bd,kabiyak ng dibdib,General Tagalog,Flirty,validated,2026-08-06 09:08:28.867391+00,1,1.5,asawa,Phrase
59f32bba-3f5d-462f-b4e0-657ffc5179be,putcha,General Tagalog,"Angry, Profanity",validated,2026-07-24 12:55:37.151387+00,15,1.5,nakakadismaya,Phrase
5a9b67c4-4fa5-4e3c-981d-93eb48a072ac,pick me,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,nagpapapansin,Phrase
5aa89b2e-d711-4829-9c79-15854ec2cd1c,nakaalis na ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,umalis,Phrase
5b2c4723-aa29-408b-ab23-289f036b0a12,kailan ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,kailan,Phrase
5bb67dbf-8d6d-48e7-ad69-9d35fd127f4b,tamang tama,General Tagalog,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.5,sakto,Phrase
5c0b40de-4d21-4caf-9feb-3ba830b48bca,opo,General Tagalog,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,opo,Noun
5c0e40bd-72ec-49e7-83eb-869c10997e1d,mamser,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.2,ginang,Adjective
5c32717e-a6c1-474e-8ae8-1b3d133d7400,aba tangkad,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,matangkad,Phrase
5c457c58-e83d-4ffa-8f44-7d6143d7ef0f,idk,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,hindi ko alam,Phrase
5c969ea6-6c6b-4618-80d4-92d69b5a6562,Balibag,General Cebuano,Action,validated,2026-07-06 06:21:53.701666+00,0,1.5,Throw away,Phrase
5cffcd62-58be-4120-8f2f-7ec45857c428,bukas ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,bukas,Phrase
5d71b8be-5559-4274-9c3a-d20b5570408b,gutom,Batangeño,Slang,validated,2026-07-09 17:55:57.446356+00,0,1,tomguds,Noun
5da30277-246e-4e82-8be0-4b81094596c5,chika minute,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,sandaling tsismis,Phrase
5dc9e025-25fc-44a4-a8a0-b02ba578c490,Patikad,Batangeño,Action,validated,2026-07-06 06:21:53.701666+00,0,1,Hurry,Noun
5de570ce-70b0-473d-bd31-b650be8a33e9,jk,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,biro lang,Phrase
5e117ea2-5b64-4205-9f33-ca52ad3b438c,musta na ga,Batangeño,Greetings,validated,2026-07-24 12:55:37.151387+00,13,1.5,kumusta,Phrase
5e55cb0c-9fea-4582-8842-275554d26f27,ganern,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,ganoon,Noun
5ea5db43-3287-4c5d-a128-62f69eb07468,pwde,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1,puwede,Noun
5ee8681b-c7e8-49a0-841e-2907c36a4d42,feed,General Tagalog,Gaming,validated,2026-07-24 12:55:37.151387+00,10,1.5,pinapatay palagi,Phrase
5ef2453d-c018-4e11-9f74-2a6bc38ab8db,miinom,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,uminom,Verb
5ef40f10-c746-4a09-b62b-e2f99ea44a9d,bobo,General Tagalog,"Angry, Profanity",validated,2026-07-24 12:55:37.151387+00,4,1.2,tanga,Adjective
5f71c53e-e962-43d1-8871-e0855570709e,aesthetic,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,magandang disenyo,Phrase
5fcc2d7d-399c-4358-bb52-adc32535315b,komportable,General Cebuano,Happy,validated,2026-07-24 12:55:37.151387+00,3,1.2,hayahay,Adjective
5fcd4ffd-bd36-4c34-a587-e9f902a4df7d,skl,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,share ko lang,Phrase
6039cf4b-3a59-4d05-8bd6-e908b400fdbe,Timo,Batangeño,Command,validated,2026-07-06 06:21:53.701666+00,0,1.5,Stop it,Phrase
6041c1f8-1377-4496-9f7b-086edee12497,matulog na ga,Batangeño,Regional,validated,2026-07-24 12:55:37.151387+00,5,1.5,matulog,Phrase
60f6790a-4b9d-4aa1-9cf4-a06ad8cb6fbc,Kahanggan,Batangeño,Noun,validated,2026-07-06 06:21:53.701666+00,0,1,Neighbor,Noun
61151d56-f159-4624-b891-2aa035be79f5,mibiya,Boholano,Regional,validated,2026-07-24 12:55:37.151387+00,5,1,umalis,Verb
6162fa3e-e4c6-4350-a0bc-62bf8e7bcf4c,ratio,General Tagalog,Internet Slang,validated,2026-07-24 12:55:37.151387+00,2,1.5,natalo sa reaksyon,Phrase
61685eeb-022f-4c6f-b0fd-f59bc23d497d,tomguds,English,Slang,validated,2026-07-09 17:55:55.923233+00,0,1,hungry,Noun
